Autores,Asesores,Título,Resumen,Año,Institución,Grado
"['Fernández Infanzón, Luz Isabel', 'Huarac Cuizano, Yvan Manuel']","['Santana Ormeño, Martín']",Plan de negocio para integrar a las IPRESS con una plataforma de historia clínica electrónica (HCE) utilizando tecnología blockchain,"El plan de negocio propuesto en la presente tesis, propone la creación de un servicio que permita a las Instituciones prestadoras de salud (IPRESS) privadas, integrarse a una plataforma de Historia Clínica Electrónica (HCE) única; esta plataforma estará soportada por la tecnología Blockchain, Verificación Biométrica e Interoperabilidad, las cuales, permitirán garantizar la confianza, integridad, seguridad e inmutabilidad de la información del paciente. Además, esta propuesta toma como oportunidad las iniciativas digitales del MINSA (Plasmadas en resolución ministerial), de lograr la integración total de las Instituciones prestadoras de salud privadas y públicas a su Registro Nacional de Historia Clínica Electrónica (RENHICE). Dado este contexto, se realizó una investigación del mercado, entrevistando a los stakeholders de las IPRESS entre el personal médico, administrativo y TI; validando la problemática, permitiéndonos desarrollar un modelo de negocio que permitirá brindar un servicio de acceso  a la HCE que resuelva la problemática inherente a la Historia Clínica física e informatizada, integrando a las IPRESS privadas con las IPRESS públicas a través del RENHICE del MINSA, logrando así una diferencia en el sector salud a través del uso de las tecnologías de información propuestas. Finalmente, este documento servirá como referencia para estudios a nivel académico y profesional, ya que brinda un modelo de negocio usando tecnología disruptiva.",2021,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Farro Veramendi, Luisa Isabel', 'López Peña, Jhon Erick', 'León Alegría, Vladimir', 'Pinedo Flores, José Antonio', 'Vento Meza, Mauro Luis']","['Santana Ormeño, Martín']",Plan de negocio basado en E-Health para el monitoreo de pacientes diagnosticados con hipertensión arterial en Lima Metropolitana,"La prevalencia de enfermedades crónicas tales como la Hipertensión Arterial Alta es uno de los principales retos a los que se enfrenta el sistema de salud, entre ellos la elevada tasa de mortandad y el costo de su tratamiento, teniendo que destinar gran presupuesto a la atención de estos pacientes. Ante ello nace una nueva tendencia conocida como eHealth la cual hace uso de las tecnologías de información aplicadas a la atención médica. El presente modelo de negocio “QualityHealth” constituye una experiencia pionera en Perú dentro del sector salud que ofrece el telemonitoreo a través de dispositivos wearables, permitiendo el constante monitoreo y apoyo a distancia a pacientes hipertensos. QualityHealth busca mejorar la adherencia al tratamiento del paciente hipertenso con el propósito de evitar complicaciones que deterioren su salud y generar ahorros tanto al paciente como al sistema de salud a través del: telemonitoreo y teleconsulta en cualquier momento y lugar a través de IoT; foros especializados; botón de pánico que contactará de manera inmediata al grupo de apoyo del paciente en el caso de que su presión arterial supere los umbrales; historial de la presión arterial que permitirá realizar un análisis preventivo con ayuda de Machine Learning, alertas y recordatorios del tratamiento entre otros.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Chuyes Pineda, Isabel Beatriz', 'Coz Puelles, Renzo Gino', 'Cuya Vera, Claudia Aida Ximena', 'Rouillon Sixto, CésarElías']","['Santana Ormeño, Martín']",Análisis de viabilidad del negocio de financiamiento colaborativo digital basado en juntas,"Ante la necesidad de obtener un bien o servicio las entidades financieras ofrecen diversas propuestas que no terminan de satisfacer a los usuarios. Las elevadas tasas de los créditos, cobros ocultos, lenguaje poco comprensible y la burocracia de los procesos enmarcan una problemática que motiva el planteamiento de un modelo de negocios que consiste en una solución de financiamiento colectivo digital basado en juntas la cual permitirá acceder a una fuente de financiamiento con tasa asequible, información transparente, sin procesos burocráticos y que a su vez contribuya a fomentar la cultura de ahorro. Con el fin de validar el negocio se realiza un estudio de mercado en el que se consulta fuentes secundarias, se realiza entrevistas a usuarios potenciales y expertos en rubros relacionados al sistema financiero, fondos colectivos y Fintechs. Por otro lado, se analiza en el entorno las condiciones para el desarrollo del negocio. En dicho análisis resalta la Pandemia por el COVID-19, que incentiva la búsqueda de fuentes de financiamiento e impulsa la adopción de la tecnología y transacciones en línea ante el distanciamiento social generando una nueva realidad propicia para la oferta de Junta+. Asimismo, se revisa el panorama legal de las empresas financieras-tecnológicas, Fintechs.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Luna Izquierdo, Adolfo Eliseo', 'Neyra Jaico, Omar Abel', 'Ponce León, Edwin', 'Porras Quispe, Mariella Isabel', 'Vega Asto, Pedro Ahmed Kevin Gonzalo']","['Cuervo Guzmán, Sergio']",Trustport : plataforma única de pago para el transporte público en Lima y Callao,"Trustport, es un modelo de negocio enfocado a centralizar los diversos medios de pagos en el transporte público de Lima y Callao, permitiendo al usuario ahorrar dinero, tiempo y mejorando la experiencia en el uso del servicio. Actualmente se tienen diversos medios de transporte y el sistema de recaudo es independiente por cada uno. Con la creación del ATU, se toma la decisión a mediano plazo de poder tener un único sistema de recaudo, que permita gestionar mejor el tarifario. La integración del sistema de recaudo y la revisión de contratos de las empresas de transporte, permitirá tener una mejor oferta de pasajes, ofreciendo precios estandarizados y paquetizados que permitan usar diversos servicios al mismo precio, o, en su defecto, tener menores precios por cada pasaje al comprar en paquete. La integración del sistema de pago con Trustport, permitirá hacer uso de saldos de viajes en diversos medios de transporte, hacer un trasbordo, realizar recargas online y compartir saldos entre los usuarios; además, tener información en tiempo real para tomar la mejor decisión de elegir la ruta idónea para el viaje. La información que se enviará a las empresas será vital para mejorar la frecuencia y distribución de las líneas de transporte.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Benavente Quesquén, Jorge Enrique', 'Flores Rodas, Jorge Leonaldo', 'Junchaya Pachas, José Alberto', 'Vizcarra Costa, Rafael Fernando']","['Velásquez Salazar, Germán']","Plan de negocio para la implementación de una empresa que brinde servicios de Procurement a través de una plataforma web B2B: Las Compras, una Solución Tecnológica","El plan de negocio que presentamos a continuación se basa en una plataforma tecnológica E-Procurement llamada BUY2BUYERS, la cual se implementará en la plataforma de servicios cloud de Google (GCP). Como función principal, permite realizar compras y ventas corporativas. Conecta a empresas consumidoras con empresas proveedoras, es decir; Es una plataforma que trabaja en la modalidad de Business to Business (B2B).
A través de la plataforma BUY2BUYERS las empresas registradas con perfil Consumidor podrán enviar requerimientos de cotización. Los consumidores podrán seleccionar desde una ventana de categorías, los diferentes productos que necesitan para mantener la normal operación de sus actividades. Estos requerimientos serán enviados y notificados a las empresas registradas con perfil Proveedor. 
Funciones adicionales de la plataforma BUY2BUYERS son la generación del pedido de cotización, elaboración de cuadros comparativos automáticos, generación de pedidos de compra, recordatorios de compras recurrentes, notificaciones e integraciones con software propietarios para obtener una interacción con la realidad de la compañía que mediante herramientas de tendencia tecnológica le brindaran la proactividad necesaria con la finalidad de realizar una forma correcta de comprar (Comprar bien). Para el diseño del plan de negocio hemos utilizado la herramienta Lean Canvas que permite conceptualizar el modelo de negocio. Esta herramienta es la recomendada para empresas digitales o startup tecnológicas donde abarcamos 4 grandes áreas como son Clientes, Oferta, Infraestructura y Viabilidad económica.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Fernández Gómez, Fernando Martín', 'Orrillo Abanto, Segundo Javier', 'Sáenz Ruiz, Carlos Roberto', 'Sam Puche, Sammy', 'Zárate Araoz, Christian Raúl']","['Moarri Nohra, Richard']","Propuesta de un plan de negocio, basado en tecnología, para atención de consultas e incidentes relacionados a dispositivos electrónicos","El servicio de soporte técnico se ha venido prestando de manera tradicional a lo largo del tiempo. Sin embargo, no se ha evidenciado la existencia de algún proveedor, que brinde este servicio de manera integral, siendo independiente del dispositivo, marca y plataforma. En ese sentido, la presente tesis, propone un modelo de negocio que, fundamentándose en tecnología como elemento diferenciador, busca atender las consultas e incidentes de los usuarios de manera integral, eliminando la complejidad de buscar al proveedor que compete un determinado incidente. Asimismo, el uso de tecnología, permitirá brindar un primer nivel de servicio totalmente gratuito, y otro pagado, que será el que generaría ingresos a la empresa. En ambos casos, se buscará maximizar la eficiencia en cuanto a operaciones y calidad del servicio. Finalmente, se ha contemplado también el uso de tecnología analítica, que permita mejorar las operaciones de la empresa a lo largo del tiempo. Por ejemplo, mediante la consulta a bases de datos de conocimiento, lo cual permitirá una mayor eficiencia en la solución de incidentes.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Carpio Allauca, Raúl Marcelo', 'López Bruno, Alejandro Yimi', 'Munayco Coronado, Roberto Willy', 'Rocha Horna, Johan Daniel', 'Vega Loayza, Luis Alejandro']","['Arbaiza Fermini, Lydia Aurora']",Plan de negocios para la creación de un sistema de fidelización de clientes para empresas del sector gastronómico en la zona 7 de Lima Metropolitana,"El presente plan de negocios tiene como objetivo determinar la viabilidad de crear un sistema de fidelización de clientes para empresas del rubro gastronómico en Lima, a partir de una aplicación móvil, debido a que existe un público desatendido que viene utilizando cada vez más las apps con fines de obtener beneficios. El estudio de mercado cuantitativo arrojó el perfil de los posibles clientes, basados en su género, edad, nivel de ingresos, preferencia de comidas, periodicidad de consumo y gasto promedio mensual. En cuanto a la investigación de mercado cualitativa, los expertos consideran que existe una brecha entre la oferta y la demanda de este tipo de servicios, lo que proporciona una oportunidad de negocio. En el análisis de factores externo se identificaron como principales oportunidades el crecimiento del e-commerce en los últimos periodos, así como la penetración de los teléfonos inteligentes. Las amenazas más fuertes son la competencia que puede darse debido a las barreras de entradas casi inexistentes del sector.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Lévano Acosta, Luis Fernando Félix', 'Mejia García, Luis Marvin', 'Mendez Anchante, Christian Miguel', 'Palomino Vilchez, Paul Fernando', 'Torres Reyes, Francisco Javier']","['Cuervo Guzmán, Sergio']",Plan de negocio para la implementación de registro digital de documentación notarial utilizando tecnología Blockchain,"El plan de negocio que se desarrolla en el presente proyecto de tesis, es sobre una plataforma tecnológica basada en blockchain para el registro de documentos notariales ofreciendo características como integridad, seguridad, inmutabilidad, accesibilidad y visibilidad. De esta manera las notarías, mediante esta plataforma, brindarán a sus clientes una alternativa digital con la misma validez que el documento físico. Asimismo, esta alternativa les significaría una fuente de ingresos y un valor agregado a los servicios notariales que actualmente son ofrecidos en este mercado. Debido que el sector notarial de Lima Metropolitana busca una evolución en sus servicios actuales, se realizó una investigación de mercado y entrevistas a expertos tecnológicos en blokchain, desarrollando una propuesta de modelo de negocio que aprovecha las características tecnológicas del blockchain para ofrecer un valor de diferenciación a los usuarios finales, a su vez realizando un análisis del mercado actual y su desarrollo. Siendo la tecnología propuesta una alternativa superior a otras actuales como la firma digital, todo esto para evitar problemas como la falsificación de documentos o delitos contra la fe pública. Sirviendo este documento como referencia para estudios en el sector notarial peruano y a nivel tecnológico para nuevos modelos de negocio utilizando tecnologías disruptivas.",2020,Universidad ESAN,['Magíster en Dirección de Tecnologías de la Información']
"['Alvarez Soncco, Luis Miguel', 'Fernandez Bendezú, Nadia Mitzuo', 'Ipanaqué Medina, Marcos Joel', 'Quiroz Torres, Roger Alcides']","['Serida Nishimura, Jaime']",Plan de negocios para determinar la viabilidad y el diseño de una solución tecnológica que integre servicios diferenciados de valor en relación a la experiencia del consumo de bebidas alcohólicas,"La tesis desarrolla un plan de negocios para determinar la viabilidad y el diseño de una solución tecnológica que integre servicios diferenciados de valor en relación a la experiencia del consumo de bebidas alcohólicas. La propuesta se encuentra dirigida a personas entre 18 y 40 años que tengan cierta afinidad por el consumo de bebidas alcohólicas, interesados en difundir y vivir la experiencia mixológica. El documento consta de doce capítulos: El primer capítulo desarrolla el planteamiento del problema, los objetivos generales y específicos, la justificación, alcance y contribución de la propuesta. El capítulo II, detalla la metodología de Lean Startup; una metodología que busca crear un modelo de negocio rentable antes de crear una empresa. Para la validación de la idea de negocio (detallada en el capítulo III del documento), se desarrolló el producto mínimo viable, el cual se mostró durante las entrevistas en profundidad realizadas a los diferentes actores del negocio. Una vez validado y habiendo recogido información se desarrollaron los diferentes planes que componen nuestra propuesta, cada uno de ellos desarrollados en los capítulos V al XI. Finalmente el capítulo XII de la tesis, hace referencia a las recomendaciones y conclusiones producto del análisis y la investigación realizada.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Estrada Ayma, Yuliana Judith', 'Ingaruca Cruzado, Cesar Miguel', 'Maldonado Ausejo, Irene Pamela', 'Vega Zavala, Edinson David']","['Morris Abarca, Eddy']",Plan de negocio para la implementación de una plataforma tecnológica que permita conectar y organizar la vida deportiva de las personas en la Región Lima Metropolitana,"En la presente tesis se propone un plan de negocio para la constitución de “E-Deport”, empresa que estará orientada a organizar la vida deportiva de las personas y a la conservación o mejora de su salud. La propuesta de valor hace mención a una plataforma tecnológica que permitirá conectar aficionados y deportistas con entrenadores y empresas a fin de mejorar la organización en la vida deportiva de las personas, promover la práctica del deporte y el cuidado de salud en la sociedad, a través de la economía colaborativa y las últimas tendencias tecnológicas. El plan de negocio incluye la visión, misión, objetivos, análisis externo e interno, estrategias y factores críticos de éxito. De igual forma para la operación del negocio, se estableció un organigrama horizontal y se planteó una estrategia de TI alineada a los objetivos de negocio, la misma que se orienta a servicios en la nube y haciendo uso de nuevas tecnologías tales como devops, chatbot e inteligencia artificial. El análisis financiero expresa un valor neto actual positivo, lo cual tras calcular los flujos proyectados y la inversión proyectados a un plazo de cuatro años, indica la viabilidad rentable del proyecto.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Avila Rojas, Fanny Rosario', 'Huamán Montero, Yonel Luis', 'Livia Cavalié, Fabio Luis Ángel', 'Malca Capcha, Milton David']","['Arbaiza Fermini, Lydia Aurora']",Análisis descriptivo de los sistemas públicos de bicicletas en la ciudad de Lima,"En la presente investigación se analiza el valor percibido sobre los sistemas públicos de bicicletas por parte de los trabajadores con estudios universitarios y no universitarios entre 18 a 54 años en la ciudad de Lima. Además, se mide el nivel de conciencia con respecto a las consecuencias positivas del uso de la bicicleta como son la reducción de la contaminación ambiental, los ahorros en los costos de transporte, la reducción de la congestión vehicular y los beneficios a la salud. También, se analiza la percepción sobre las posibilidades que brindan las tecnologías como smartphone, bicicletas y scooters eléctricos. Se trata de un estudio cuantitativo donde se utilizó un cuestionario dividido en cuatro secciones con preguntas sobre información demográfica, uso de medios de transporte, consecuencias del uso de la bicicleta y la preocupación por el medio ambiente. Entre los principales resultados, se tiene que el uso de bicicletas como medio de transporte diario es muy bajo (media 3.1), sin embargo, gran parte de los encuestados (82.5%) manifestaron su disposición a pagar un monto para promover un sistema público de bicicletas, siendo los más entusiastas los ciudadanos entre 18 y 34 años, que tienen mayores ingresos y que actualmente utilizan bicicletas.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Doig Díaz, Daniel Fernando', 'Mendoza Blanco, Juan Carlos', 'Mendoza Pasco, Jorge Luis', 'Yañez Herrera, Diego Alfredo']","['Moarri Nohra, Richard']",Escenarios de aprendizaje competitivo a través de uso de elementos lúdicos para estrenamiento en ciberseguridad,"La transformación digital y el incremento de uso de información y medios para utilizarla son más diversos y globales, por ello, la información personal y corporativa están expuestas a varios niveles de acceso, incrementando el riesgo de robo de información. Este riesgo puede materializarse debido a errores humanos, los cuales son aprovechados por ciberdelincuentes. El uso correcto de la tecnología es crucial para defendernos y proteger nuestra información y de la empresa donde trabajamos, para esto, existen buenas prácticas y capacitaciones, pero, en su mayoría son clases teóricas con conceptos útiles sobre la protección de datos. El objetivo de la tesis es demostrar que, empleando actividades prácticas se logra reforzar conceptos básicos de seguridad de la información. Basados en los ciberataques más relevantes para los trabajadores, identificamos cinco ciberamenazas más comunes. Frente a ellas, presentamos un entrenamiento lúdico para enseñar medios básicos para que el participante interactúe y logre identificar y evitar estas ciberamenazas, reduciendo la probabilidad de materialización de ciber riesgos y reforzando su conducta con el propósito de asegurar la información. El entrenamiento se ejecutó en tres empresas y el aprendizaje de los conceptos se corroboró mediante entrevistas, actividades, exámenes y encuestas a los participantes, con dicha información y utilizando indicadores se obtuvo un incremento en el nivel de aprendizaje.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Cerquin Odar, Lázaro Jesús', 'Luchini Luis, Milagros Felicita', 'Robles Pizarro, Luis David', 'Tinco Juárez, Hilda Marilú']","['Cuervo Guzmán, Sergio']",Plan de negocio para una plataforma tecnológica de intermediación de servicios y productos para fiestas infantiles en la ciudad de Lima,"Party Center es un negocio de intermediación que busca integrar a proveedores de artículos y servicios de fiestas infantiles con padres de familia que deseen organizar las fiestas de cumpleaños a sus hijos. Party Center consiste en una plataforma tecnológica en donde los usuarios podrán encontrar información centralizada de proveedores, los productos o servicios que ofrecen y las experiencias de compra de otras personas. Del mismo modo, los proveedores tendrán a través de Party Center un canal de ventas adicional, en donde podrán ser visualizados y solicitados por distintos clientes. Party Center aprovecha de estrategias provenientes de la Segmentación de Mercado y el Océano Azul, ya que, durante el estudio del negocio, no se encontraron competidores o negocios que estén brindando una solución parecida. El objetivo principal será diferenciarnos por un tipo de servicio y el time to market. El principal interés de Party Center consiste en brindar una solución capaz de proveer un entorno integrador donde puedan converger tanto proveedores de productos y servicios como padres de familia.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Carpio Guardia, Alfredo Bruno', 'Sánchez Ponce, Alex Humberto', 'Vásquez García, Héctor']","['Cuervo Guzmán, Sergio']",Propuesta de una solución de business intelligence para el monitoreo y control de gestantes de alto riesgo en el Hospital Vitarte,"La mortalidad materna es un problema trascendental de salud pública en todo el mundo y lo adolecen aún más los países en vías de desarrollo. La mortalidad materna representa sólo una pequeña porción de lo que realmente es importante analizar, la otra gran porción es la morbilidad materna. Como una forma de brindar una mejor atención obstétrica y evitar el incremento de la morbilidad materna, se establecieron desde hace muchos años especialidades para gestantes con distintas enfermedades con la finalidad de atenderlas adecuadamente. Es a partir de entonces que se comenzaron a identificar los factores de riesgo durante la gestación. En la actualidad no se ha establecido una forma común de identificar a estas gestantes ni sistemas de alerta para su atención oportuna. En la revisión de la literatura para este estudio se determinó veintiséis factores de riesgo relevantes, de los cuales, luego del análisis estadístico se concluyó que trece presentaron una relación significativa con el riesgo de morbilidad en el Hospital Vitarte. Los resultados obtenidos permitieron proponer una solución de Business Intelligence que ayude al monitoreo y control de las gestantes de alto riesgo que presentan estos factores asociados a morbilidad, mediante la elaboración de un Dashboard de gestión.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Barrera Sobenes, Ody Luis', 'Casaverde Sarmiento, Carlos', 'Correa Ontiveros, Carlos Enrique Andrés', 'Moore Carrillo, Richard']","['Arbaiza Fermini, Lydia Aurora']",Plan de negocios de una plataforma colaborativa AYNI 2.0 para la gestión de compras y entregas de productos básicos,"La plataforma tecnológica colaborativa llamada Ayni 2.0 integra a los vecinos de una zona residencial (entre 1 a 5 cuadras a la redonda) para que se ayuden en sus compras, principalmente de productos pequeños y/o básicos que pueden ser adquiridos en una bodega o tienda cercana. La solución tendrá 2 roles: Comprador (el que hace el pedido) e Intermediario (el que toma y atiende el pedido). Ayni 2.0 está concebida para valorar el tiempo libre, permitiendo solicitar y gestionar la compra y entrega de los productos que necesiten fácilmente en su dirección en tiempo real y les permita adquirirlos sin salir de casa y compartir ofertas. Es ideal para situaciones cotidianas como cuando uno se olvida comprar algo, o cuando se requiere comprar en la bodega, pero uno está ocupado cuidando a los niños, cocinando, lavando, arreglando la casa, realizando trabajos, enfermo, etc. O simplemente cuando uno no desea salir. Por todo lo descrito concluimos que la plataforma constituye un servicio atractivo, y que haciendo uso de la tecnología, será una alternativa útil para todas las personas que desean realizar pedidos de productos básicos y para aquellas personas que deseen generar un ingreso extra realizando la entrega de estos pedidos.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Anchante Canelo, José Luis', 'Falcón Adanaque, Félix Gonzalo', 'Neira Aiquipa, Giancarlo', 'Paulino Sánchez, Juan Tomás']","['Serida Nishimura, Jaime']",Plan de negocio para la implementación de una plataforma digital de acceso a tutores para estudiantes de colegios de primaria y secundaria,"Presentamos el plan de negocio “Atrapa tu Profe”, empresa que ofrece plataformas virtuales, web y app, de acceso a demanda de tutores para estudiantes de colegios de primaria y secundaria. En las cuales los padres de familia podrán escoger el mejor tutor, de acuerdo con el ranking establecido por anteriores clientes, y confirmar el día y la hora. El alcance del trabajo es Lima metropolitana para los alumnos de colegios particulares de los distritos de La Molina, Santiago de Surco, San Borja, San Isidro y La Molina. La presente tesis estaba basada en una plataforma de economía colaborativa y desarrollada bajo la metodología Lean Startup. La tesis consta de un análisis consta de un marco metodológico, un análisis estratégico, propuesta del modelo de negocio, un estudio de mercado, plan de marketing, plan de operaciones y TI, plan de recursos humanos y un plan financiero. El modelo de negocio ha sido validado a través de entrevistas, encuestas, focus group y la viabilidad respaldada por la información brindada por el análisis financiero realizado como son el VAR, TIR y flujo de caja. El negocio pertenece a una PYME y está formalizada y regulada bajo las leyes del estado peruano.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Alvarado Rodríguez, Javier Arturo', 'Jáuregui Loayza, Luis Alexander', 'Millones Huamán, José Alberto', 'Rosales Barreto, Ciro Karol Francisco', 'Zevallos Albarracín, Henry Jesús Martín']","['Serida Nishimura, Jaime']",Plan de negocio para la creación de una comunidad virtual para el intercambio de información de mascotas y centralización de los servicios asociados,"En los últimos años ha habido un crecimiento en lo que respecta a la preocupación por los animales, tanto en el Perú como en el mundo. La presente tesis desea establecer los indicios para la creación de un plan de negocio acerca de una comunidad virtual para amantes de animales en la cual se permita la interrelación entre las personas para el intercambio de información y el acceso a todos los servicios que tengan relación con las mascotas, así como permitir adquirir productos de diferentes tiendas virtuales. Este proyecto no solo permitirá acercar a las personas amante de animales, sino que será una oportunidad para que establecimientos que no tengan presencia en redes, puedan digitalizar sus tiendas y llegar a mas clientes, así como también permitirá a cualquier persona o proveedores independientes a exponer la posibilidad de brindar distintos servicios para las mascotas, entres cuidado de mascotas, paseo o entrenamiento de perros, etc. Luego de un análisis financiero y en base a todos los costos, y estimación de ingresos obtuvimos una VAN de S/. 93, 118 y una TIR de 28.29% haciendo al proyecto rentable.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Baldárrago Torreblanca, Mario Jesús', 'Durán Huamantinco, Andrea Luisa', 'Lévano Muñante, Omar Iván', 'Silva Cumpa, Diana Melissa']","['Cuervo Guzmán, Sergio']",Factores que impiden la adopción de tecnologias emergentes para mejorar la seguridad ciudadana,"El crecimiento de las ciudades en las últimas décadas, no sólo ha traído como consecuencia retos urbanísticos, medioambientales y otros similares; sino también, una de las preocupaciones más importantes de los gobiernos; el incremento de la criminalidad. Para enfrentar a esta realidad, los gobiernos vienen trabajando en programas de seguridad ciudadana para proteger los derechos de los ciudadanos. Una de las herramientas más importantes que contribuye con este objetivo es la tecnología. Esta investigación exploratoria, busca determinar factores que favorecen la adopción de nuevas tecnologías en el ámbito de la seguridad ciudadana y, cuáles de ellos no se vienen desarrollando en los municipios de Lima. A partir de ello, se ha identificado el estadio de adopción en el que se encuentran los involucrados de este ecosistema; así como también algunos factores críticos de éxito tomados de casos de éxito globales y regionales y, por último, los beneficios que generan los programas de Safe Cities para contribuir con el bienestar de los habitantes, en vía de la sostenibilidad de las ciudades y comunidades.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Hilario Ramírez, Miguel Ángel', 'Lázaro Díaz, Jimy Nino', 'Ortiz Quintana, Danny Michael', 'Villanes Borja, Shirley Vanessa']","['Santana Ormeño, Martín']",Plan de negocio para una fintech que colabora en la colocación y uso de tarjetas de crédito de consumo de las empresas financieras y banca múltiple,"Se realizó un plan de negocio para formar una Fintech cuyo propósito es de colaborar en la colocación y uso de tarjetas de créditos para la banca múltiple y financieras, brindando a sus consumidores finales, información personalizada acerca de los beneficios y promociones de la tarjeta de crédito mediante una plataforma digital de recomendaciones. Existen problemas en las entidades bancarias para enviar la información de los beneficios a los consumidores, tales como: campañas que no son efectivas al no tener el consentimiento de las personas por la ley de protección de datos y como los consumidores finales no pueden acceder a la información de una forma fácil y confiable para utilizar los beneficios y promociones de las tarjetas de créditos. Se realizó dos estudios de mercado: se validó las necesidades de los consumidores para medir la intención de uso de beneficios, por ultimo se verificó la necesidad que tienen la financieras en entregar la información a los consumidores (Banco Falabella y Financiera oh). Por lo tanto, se concluye que la utilización de la plataforma de recomendaciones para beneficios y promociones es viable por la intención de uso de los consumidores finales y banca múltiple y además se demuestra viabilidad económica y tecnológica para el plan de negocio de la tesis.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Calderón Montoro, Manuel Mackinder', 'Choquehuanca Ramírez, Leoncio Enrique', 'Herrera Acevedo, Luis Santiago', 'Rojas Arellano, Ricardo Antonio']","['Cuervo Guzmán, Sergio']",Factores que limitan la adopción de medios de pago electrónicos : caso bodegas tradicionales,"En el Perú, las bodegas tradicionales tienen la necesidad de adaptarse a las nuevas necesidades y comportamientos de sus clientes. El diferencial de estos negocios radica en la cercanía del bodeguero con sus clientes y la inmediatez de los productos de primera necesidad que ofrecen, además, este tipo de negocio está muy extendido porque responde a la necesidad de las familias de contar con un ingreso. En los últimos años, la competencia directa e indirecta para estos negocios se ha incrementado debido al ingreso de competidores que utilizan el canal moderno. Se plantea que los bodegueros ofrezcan medios de pago digitales a sus clientes, lo cual permitirá transformar su negocio, generar mejores beneficios y hacer frente a la competencia, sin embargo, la preferencia del pago en efectivo es mayoría entre los bodegueros, además, existen factores que limitan la adopción de medios de pago digitales en las bodegas tradicionales. Factores como costo, confianza, entre otros, comprenden los 11 factores limitantes que este estudio encontró, mediante una investigación aplicada a bodegas del distrito de Surco, Lima – Perú. Los hallazgos ayudan a entender el escenario actual de las bodegas tradicionales en el país, en un negocio que tiene muchos años por desarrollar.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Becerra Robles, Daniel Eduardo', 'Godoy Alcarraz, Juan De Dios', 'Salazar Llontop, Néxar', 'Vallejos Fonseca, Felipe José']","['Cuervo Guzmán, Sergio']",Determinantes de la adopción de la inteligencia artificial en la prevención de violencia en eventos deportivos masivos de fútbol en la ciudad de Lima,"La CONMEBOL promueve políticas de seguridad que requieren de tecnología para prevenir y contrarrestar la violencia en los eventos masivos de fútbol. Por ello, la presente investigación busca identificar los factores que favorecen la adopción de la inteligencia artificial en la prevención de violencia en los espectáculos masivos de fútbol; cuáles son las características de esta tecnología convenientes para este fin; y cómo los clubes de fútbol pueden alinearse a las nuevas políticas de seguridad de la CONMEBOL. La tesis es de carácter exploratorio, se ha construido el instrumento de investigación en base a entrevistas no estructuradas a expertos en el rubro. Los resultados de esta investigación han dado como factores determinantes para la adopción de la inteligencia artificial en eventos masivos de fútbol: las condiciones facilitadoras, la expectativa de rendimiento y el aspecto regulatorio. En relación a la tecnología de inteligencia artificial, se espera que deba brindar amplias capacidades cognitivas, sensoriales y físicas; y un planeamiento y manejo de expectativas de uso acorde con los requerimientos de los principales interesados.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
