Autores,Asesores,Título,Resumen,Año,Institución,Grado
"['Concepción Tiza, Miguel Angel']","['Urbina Pereyra, Jaime Roberto', 'Villanueva Espinoza, María del Rosario', 'Saira Alvarez, Héctor Andrés']",['Sistema de gestión y clasificación automática de denuncias ambientales mediante aprendizaje de máquina'],"Desde las últimas décadas, el impacto negativo que generan las actividades humanas ha incrementado la importancia de la protección del medio ambiente año tras año tanto en el mundo como en el Perú. Por esta razón, los gobiernos a nivel mundial implementan mecanismos de protección ambiental tales como las denuncias ambientales. Estas permiten a la población informar sobre una posible contaminación ambiental a las autoridades competentes con el fin de que tomen las acciones necesarias, para esto, es necesario que las denuncias sean formuladas, clasificadas y derivadas de forma correcta y oportuna. Sin embargo, para realizar esas tareas de forma correcta se requiere de un amplio conocimiento técnico y legal que pocas personas poseen, esto lleva a que las denuncias ambientales no puedan ser atendidas de forma rápida y eficiente generando malestar en la población afectada. Frente a esta problemática, se propone una solución informática que gestione de forma automática la clasificación y derivación de denuncias ambientales mediante el uso del aprendizaje de máquina. Considerando que la mayoría de las denuncias ambientales consisten en textos se aplica técnicas de procesamiento de lenguaje natural que mediante algoritmos de clasificación de múltiples etiquetas se pueda clasificar automáticamente las denuncias ambientales lo que mejorará los tiempos de atención.",2021-01-04,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Vega Caspa, Jessica Carmen', 'Portugal Vargas, Paulo Cesar']","['Bugarin Peche, Jose Luis']",['Servicio para la generación de firma digital y autenticación electrónica usando los certificados digitales contenidos en el DNI electrónico'],"El presente proyecto de tesis “SERVICIO PARA LA GENERACIÓN DE FIRMA DIGITAL Y AUTENTICACIÓN ELECTRÓNICA USANDO LOS CERTIFICADOS DIGITALES CONTENIDOS EN EL DNI ELECTRÓNICO” busca el desarrollo de un servicio que permita la generación de firma digital de los documentos PDF para que tengan el mismo valor legal que una firma manuscrita, así como también la autenticación electrónica para el ingreso a las aplicaciones web.  

Este servicio permitirá usar los certificados digitales contenidos en el DNI electrónico del Perú cumpliendo la normativa legal vigente y se podrá integrar de manera fácil, rápida y sencilla a cualquier aplicación web existente o nueva.  

Para realizar lo antes mencionado, se implementará un servicio para la generación de firma digital, tomando como base lo establecido en la guía de acreditación de aplicaciones de software del INDECOPI, que detalla los requerimientos funcionales que debe de cumplir una aplicación de software de clave pública, el cual interactúa con el DNI electrónico.  

Parte de estos requerimientos serán también implementados en el servicio de autenticación electrónica, de esta manera se va a asegurar que el servicio cumpla con los requerimientos necesarios para realizar las operaciones de firma digital y autenticación electrónica haciendo uso de los certificados digitales contenidos en el DNI electrónico. 

La implementación de la solución propuesta contará con el desarrollo de aplicaciones de PC que se ejecutarán en las computadoras, además el desarrollo de aplicaciones web que se conectarán a estas aplicaciones de PC y también se contará con una aplicación web de mantenimiento que gestionará la autorización del uso del servicio.",2021-06-12,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Ponce Suyo, Pedro Segundino', 'Chaña Galdos, Marco Antonio']","['Livia Cavalie, Fabio Luis Ángel']",['Propuesta de sistema de gestión de ventas de terceros para una fábrica de productos de unión y corte de materiales usando servicios API'],"El uso de la tecnología en el proceso de ventas permite mejorar significativamente el servicio que ofrecen las empresas a sus clientes. En ese sentido, el presente proyecto consiste en diseñar la arquitectura de un Sistema de Gestión para el proceso de Ventas de Terceros. La propuesta se basa en un sistema Web para la gestión administrativa del proceso de Venta de Terceros. De forma general, la propuesta tiene como objetivo reducir el tiempo promedio de atención de nuestros clientes en 55% (de 11.3 días a 5 días útiles) y visibilizando el proceso para la gestión interna del mismo. 

 

La primera etapa se centra en el análisis de la empresa y el proceso aplicando el marco de trabajo de Zachman y TOGAF, para conocer la situación actual (AS-IS) del proceso de Venta de Terceros y poder analizar su problemática. Después, se identifican las oportunidades de mejora en el proceso con la aplicación de tecnología para posteriormente presentar una propuesta de solución (TO-BE). 

 

La siguiente etapa comprende el diseño de la propuesta tecnológica siendo el insumo principal los requerimientos de software identificados por los usuarios, se definen los respectivos drivers arquitectónicos funcionales y de calidad. Además, se establecen los estilos y conceptos arquitectónicos que serán parte de la solución. Finalmente, se utilizarán los diagramas de modelo C4 para explicar la arquitectura de software mediante una “aproximación” al detalle dividida en 4 pasos.",2021-05-02,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Anaya Avila, Pedro Antonio', 'Cornejo Acosta, Jose Felix']","['Livia Cavalie, Fabio Luis Ángel']","['Automatización en el transporte, clasificación y disposición final de residuos peligrosos mediante la utilización de IoT']","El presente proyecto profesional tiene como meta mostrar la posibilidad de poder automatizar y optimizar el proceso de Recolección, Transporte y Disposición Final de Residuos Peligrosos de PETRAMAS mediante la implementación de IoT (Internet of Things). En la actualidad, en el campo de la tecnología de información se han desarrollado diversos servicios y dispositivos que permiten automatizar procesos que hasta hace un par de años no era factible. Es en este escenario, que se busca la utilización de una solución Web basada en IoT que pueda ser utilizada por los operadores de la organización con la finalidad de poder gestionar los contenedores de residuos y utilizar los datos para generar información relevante para la mejora del proceso. 

Para lograr el desarrollo del proyecto se han generado diferentes etapas que han permitido realizar un levantamiento de información y generar una propuesta de solución para la organización.  

En primer lugar, mediante el framework de Zachman se puede conocer la arquitectura empresarial de PETRAMAS que a su vez ayuda a identificar los procesos críticos, definición de objetivos e indicadores que permitirán conocer la aplicación de las mejoras a implementar. 

En segundo lugar, se tuvo que trabajar sobre un marco teórico que ayuda a entender las herramientas, framework, teorías, etc., que brindan sustento conceptual de lo que se busca como objetivo del proyecto. 

En tercer lugar, se aplicaron conocimientos de ingeniería para poder hacer un levantamiento de requerimientos e identificar los requisitos del sistema que permiten darle forma y fundamento a las decisiones de diseño, drivers, tácticas y estilos de arquitectura tomadas. 

Finalmente, para llevar una adecuada gestión de proyectos, se ha seguido la guía de buenas prácticas del PMBOK en su sexta Edición. Esta guía permite visualizar el avance que ha tenido el proyecto y deja en evidencia los pasos a seguir para la implementación del mismo.",2021-05-12,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Carranza Bolívar, Diana Katherine', 'Ruidias Corzo, Karla Vanessa']","['Livia Cavalie, Fabio Luis Ángel']","['Diseñar aplicativo web, móvil y pago en línea para la automatización del proceso de admisión del colegio trener de monterrico']","La elaboración manual de reportes y el registro de la información de manera presencial y manual dentro de una empresa conlleva a la demora de obtener información valiosa que puede generar una ventaja competitiva importante; así mismo, se requiere contratar mayor personal para el apoyo del registro generando un gasto innecesario. Por ello, la mejora de procesos empresariales proporciona beneficios dentro de los cuales se encuentran: mayor productividad, reducción de tiempo, optimización de costos y sobre todo la obtención de la información en tiempo real. Contar con la información en tiempo real en los procesos claves permite la toma de decisiones de modo más eficiente generando así un mayor valor para la empresa.  

En este contexto, el presente trabajo tiene como objetivo diseñar un aplicativo web, móvil y pago en línea que permita la mejora del proceso de “Admisión” basado en la automatización tecnológica de actividades claves del proceso para que pueda ser aplicado en el sector educativo. La propuesta se realiza tomando como base el proceso de “Admisión” del Colegio Trener de Monterrico que tiene como subproceso la inscripción, evaluación y matricula; considerando que la obtención de la información de los subprocesos fue obtenida mediante entrevistas online al personal administrativo del colegio. 

Como resultado de la automatización se podrá contar con un aplicativo web y móvil desde la cual se podrá obtener información para dar solución a las incidencias del proceso, se reducirá el tiempo de elaboración en los reportes y se podrá consultar el resultado de cada subproceso en tiempo real.",2021-05-14,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Cucho Antunez, Juan Charles', 'Vizcardo Ramirez, David Manuel']","['Livia Cavalie, Fabio Luis Ángel']",['Propuesta de diseño de un sistema web que mejora el proceso de operaciones para una empresa de transporte público'],"El presente proyecto de tesis tiene como objeto de estudio al Grupo Express del Perú el cual es una empresa de transporte público que opera en la ciudad de Lima, cuyo proceso principal de Operaciones presenta deficiencia en su subproceso de “Control y ejecución de la operación” realizando actividades de forma manual y empírica, lo que dificulta poder brindar la información de forma oportuna para la toma de decisiones impactando directamente en los ingresos de la empresa. 

La propuesta de solución es un Sistema de Información Web que mejora el subproceso de Control y ejecución de la operación, brindándole un dashboard para el control y monitoreo de los eventos, automatización de la programación de la operación y de las metas diarias, así mismo brindará el reporte del ingreso en tiempo real para la toma de decisiones. 

El capítulo 1 describe el planteamiento del problema, los objetivos e indicadores de éxito, así como su análisis de factibilidad. 

El capítulo 2 se detallan los logros de los student outcomes. 

El capítulo 3 se describe el marco teórico. 

El capítulo 4 se realiza el análisis del negocio bajo el marco de trabajo de Zachman y se realiza el diseño de arquitectura de software haciendo uso del modelo 4C. 

El capítulo 5 se describen los resultados del proyecto. 

El capítulo 6 desarrolla la gestión del proyecto utilizando la guía de buenas prácticas del PMBOK sexta edición. 

El capítulo 7 describe las conclusiones del proyecto. 

El capítulo 8 describe las recomendaciones del proyecto.",2021-05-14,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Roca Chunga, Guiuliana Krystal', 'Tristán Echevarría, Irving Godofredo']","['Livia Cavalie, Fabio Luis Ángel']",['Mejora del proceso de monitoreo de accesos y comportamiento de usuarios en entorno cloud'],"El presente trabajo de investigación tiene como objetivo mejorar el proceso de Monitoreo de Accesos y Comportamiento de Usuarios en Entorno Cloud de la gerencia de Seguridad Tecnológica, este proceso es uno de los principales controles en el programa de seguridad de la información y ciberseguridad de Mibanco por contribuir en la detección oportuna de eventos de seguridad, evitar incidentes que pudieran afectar a la organización y por el cumplimiento de estándares de seguridad que debe cumplir toda entidad financiera. 

 

El trabajo de investigación se desarrolló en seis capítulos donde en primer lugar, se detalla el Marco Teórico utilizado; luego en el capítulo de Desarrollo de Proyecto, se realiza el análisis de la arquitectura empresarial y la identificación de los problemas objetivos que se deben trabajar para la mejora del proceso. Asimismo, en los demás capítulos se desarrolló la arquitectura de software de solución y la gestión del proyecto.",2021-02-22,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Olivera Aguilar, Luis Enrique', 'Nomberto Velásquez, Mauricio Enrique']","['Livia Cavalie, Fabio Luis Ángel']",['Sistema de soporte a la toma de decisiones para el seguimiento oportuno de indicadores comerciales en una empresa automotriz empleando analítica descriptiva'],"La renovación del parque automotor requiere que los proveedores de vehículos atiendan con eficiencia la demanda del mercado nacional; para ello, estas empresas deben tomar decisiones con información precisa y oportuna; en este sentido, el presente trabajo de investigación plantea resolver el problema de la generación de indicadores comerciales de la gerencia de ventas de una empresa automotriz, debido a tareas manuales que consumen horas hombre, reprocesos y entrega de información inoportuna.

En el primer capítulo planteamos el problema y definimos el objetivo general y los objetivos específicos, el análisis de factibilidad económica y técnica del proyecto. En el segundo capítulo detallamos los student outcomes establecidos por ABET. En el tercer capítulo exponemos el marco teórico, donde discernimos entre distintos marcos de trabajo, metodologías y herramientas para plantear la solución al problema, considerando el plan estratégico de tecnología de la organización para seguir escalando la arquitectura empresarial. En el cuarto capítulo describimos el desarrollo del proyecto, donde relevamos los requerimientos del negocio para identificar requisitos funcionales, no funcionales, atributos de calidad, drivers, tácticas de arquitectura; además, diseñamos la solución bajo la metodología de Ralph Kimball para soluciones de inteligencia de negocios. En el quinto capítulo documentamos los logros del proyecto, el TO-BE del diagrama de procesos y los prototipos de las principales vistas de los indicadores comerciales. En el sexto capítulo detallamos la gestión del proyecto basándonos en la Guía de buenas prácticas de PMBOK®. Finalmente documentamos nuestras conclusiones y recomendaciones según nuestra experiencia al investigar y diseñar la solución.",2021-05-08,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Galarreta Velarde, Anibal Antonio', 'Marquez Aylas, Edgard Martin']","['Livia Cavalie, Fabio Luis Ángel']",['Sistema de gestión de inventarios en la producción de autotransformadores eléctricos para electrodomésticos en PYMES del sector manufactura usando machine learning'],"El uso de machine learning como disciplina científica en el ámbito de la inteligencia artificial aplicada al campo de la industria manufacturera presenta ventajas como la obtención de predicciones y estimaciones basadas en la recopilación electrónica de información y la experiencia adquirida durante los procesos industriales.

En ese sentido, el presente trabajo tiene como objetivo proporcionar una propuesta de arquitectura y diseño de un sistema de información para la gestión de inventarios con uso de machine learning como solución para optimizar la duración del proceso manufacturero de autotransformadores eléctricos para electrodomésticos en PYMES. Entre los problemas del proceso de manufactura se encuentran la ausencia de stock de insumos necesarios para la fabricación de productos, demoras en su obtención y ausencia de información oportuna que permita prever tanto la cantidad necesaria de insumos para un proceso de producción como la estimación de la demanda de pedidos de lotes de producción.

El trabajo realizado comprende el estudio del negocio, análisis y modelado del proceso de manufactura para la identificación del problema, análisis de los requerimientos, modelado del proceso optimizado, diseño de la arquitectura de software para la solución informática propuesta, así como la gestión del proyecto. Como resultado se logra aplicar machine learning en la gestión de inventarios para el proceso de manufactura que permite predecir requerimientos de compra de insumos de producción, alertar el mejor momento para realizar pedidos a proveedores, estimar la demanda de productos, estimar la producción, así como generar reportes de gestión de los insumos y el proceso productivo.",2021-05-08,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Fuchs Cerdeña, Juan Jose', 'Laredo Gómez, Rodolfo']","['Livia Cavalie, Fabio Luis Ángel']",['Sistema de Control del Impacto en el Negocio de los Incrementos de Producto del Área de TI'],"En nuestra experiencia en tecnologías de la información, hemos notado que se tiene un sesgo muy grande hacia la ejecución, es decir, construir cosas con la calidad adecuada y lanzarlas rápido a producción. Sin embargo, toda esta ejecución sin validación nos lleva a lanzar productos geniales pero que nadie necesita. En un estudio de 1997, Stevens & Burley sugieren que se requieren al menos 3,000 ideas para producir un producto comercialmente exitoso; En otro estudio de 2010, The Standish Group encuentra que solo el 7% de funcionalidades de un producto de software son siempre usadas, otro 48% se algunas veces y 45% nunca son usadas.

Consecuentemente, cuando los grandes proyectos no tienen el gran impacto deseado, las empresas recién caen en cuenta de la inversión desperdiciada.

El presente proyecto de tesis tiene como objetivo evaluar los procesos de gestión de productos de una empresa de desarrollo de productos de software para plantear mejoras a este proceso que permitan realizar la validación de ideas de manera temprana e iterativa.

Adicionalmente, el proyecto comprende diseñar una solución tecnológica que permita a la empresa medir de manera oportuna el impacto que tiene cada incremento y funcionalidad nueva de los productos de software que desarrolla en los indicadores de negocio; permitiendo definir experimentos controlados donde se aíslen las variables que se desean medir objetivamente, para así poder tomar decisiones informadas sobre los ajustes a realizar a la visión y estrategia de los distintos productos de software de manera temprana, continua e iterativa.",2021-05-05,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Gonzales García, Gonzalo Miguel', 'Diaz Enriquez, Jorge Luis']","['Livia Cavalie, Fabio Luis Ángel']",['Automatización de líneas de producción de microformas sobre PaaS basado en la norma técnica peruana NTP 392.030-2 2015'],"El presente proyecto de tesis tiene como enfoque brindar a una empresa dedicada a la digitalización documental la propuesta de automatizar las actividades del proceso de línea de producción de microformas por medio de un sistema web la cual será montada en una plataforma Cloud de tipo PaaS con la finalidad de controlar eficientemente el proceso y detectar con prontitud los problemas para tomar acciones correctivas con el objetivo de ser más eficientes y rentables.

En el capítulo 1, se describe la definición del proyecto donde se da a conocer la organización objeto en estudio, el planteamiento del problema, los objetivos del proyecto y los indicadores de éxito del proyecto.

En el capítulo 2, se describe los student outcomes y como se aplican en el desarrollo del proyecto.

En el capitulo3, se describe los conceptos teóricos que serán utilizados en el desarrollo del proyecto.

En el capítulo 4, se describe el desarrollo del proyecto el cual incluye el marco de trabajo Zachman, utilizado para el análisis del negocio e ingeniería de procesos, la propuesta de solución, el análisis de requerimientos, el modelado del sistema y el diseño de la arquitectura de software trabajados con el modelo C4.

En el capítulo 5, se describe los resultados obtenidos del proyecto según la propuesta planteada.

En el capítulo 6, se describe la gestión del proyecto utilizando la guía de buenas prácticas del PMBOK®.

En el capítulo 7, se describe las conclusiones del proyecto planteado en esta tesis.",2021-05-04,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Luna Choque, Ronny Eusebio', 'Saldaña Bacalla, Ralf Alexander']","['Livia Cavalie, Fabio Luis Ángel']",['Propuesta para la construcción de un sistema web con integración por APIs para la gestión de órdenes de producción de una empresa gráfica'],"El objeto de estudio del presente proyecto es DA.L.Q. GRAPHIC S.A.C. (Dagoberto Luna Quispe SAC). Empresa especializada en el rubro de impresión gráfica a nivel industrial.

La problemática se centra en el proceso de Gestión de Producción y Operaciones en Planta, donde el empleo de herramientas físicas de gestión y actividades manuales son causal de demoras en la atención de los pedidos. Todo esto genera que los clientes reciban mal servicio debido al incumplimiento de fechas de entrega y retrasos (o ausencia) de comunicación del estado de sus pedidos.

Nuestra propuesta de solución es un sistema web basado en tecnología Cloud que permite automatizar parte de las operaciones en planta y de, esta forma, agilizar el proceso para que el cliente reciba un mejor servicio.

En primer lugar, para realizar el análisis del negocio, se emplea el marco de trabajo Zachman que, bajo su enfoque de arquitectura empresarial, permite analizar los procesos de la empresa desde un nivel macro hasta llegar al foco del problema.

En segundo lugar, se realiza el análisis de requerimientos, requisitos y drivers que fueron la base para el planteamiento de la arquitectura de software. Las referencias del marco de trabajo UML y el modelo 4C son de mucha utilidad para el desarrollo de la sección.

Finalmente, la guía de buenas prácticas del PMBOK® versión 6 es la base para llevar a cabo el capítulo de gestión del proyecto.",2021-05-14,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Cabrera Luna, Sara Belen', 'Montañez Cárdenas, Melissa Verónica']","['Livia Cavalie, Fabio Luis Ángel']",['Mejora de proceso de planificar el año escolar de una Institución de Educación Básica de Lima'],"Actualmente, el uso de tecnología ha crecido en las instituciones de educación básica; a causa de la pandemia estas instituciones se han visto en el deber de brindar sus servicios lo más parecido posible como si fuera en la modalidad presencial. Por ello, para dar el paso a la transformación digital que se ha estado dando en nuestro país en el ámbito educativo de manera progresiva, se ha reformulado la manera de ejecutar los procesos mas importantes y claves de esta entidad de educación básica. Por lo mencionado anteriormente, la propuesta de este proyecto es brindar una solución tecnológica que contribuya en la ejecución en el proceso de planificación del año escolar, con la finalidad de que se optimicen los tiempos y el resultado supere las expectativas de toda la comunidad educativa. Ello llevará a que los estándares de calidad educativa de esta institución sean un referente para la mejora continua de la educación en nuestra comunidad.

En el capítulo 1, se plantea el problema, se plantean los objetivos del proyecto, asimismo, cuáles son los indicadores de éxito y el impacto en la institución, por último, se realiza el análisis de factibilidad tanto económica como técnica.

En el capítulo 2, se analiza y se evidencia en que parte del proyecto se ha aplicado los Student Outcomes.

En el capítulo 3, se da a conocer la situación actual de la institución de educación básica y se establece el Marco Teórico a desarrollar en el presente proyecto de tesis.

En el capítulo 4, se desarrolla la propuesta de solución del proyecto donde se propone un sistema de gestión educativa.

En el capítulo 5, se evidencia los resultados de las etapas del presente proyecto de tesis.

En el capítulo 6, donde se muestra la estructura la gestión de proyecto, el cual nos brinda lineamientos para el desarrollo de este.",2021-05-14,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Julcapoma Pérez, Carlos Jesús', 'Monroy Herrera, Olga Yomaira']","['Livia Cavalie, Fabio Luis Ángel']",['Diseño de una arquitectura empresarial del proceso de gestión de oportunidad comercial para una empresa dedicada a la consultoría de TI'],"El presente proyecto desarrolla una propuesta de implementación de arquitectura empresarial integrada con tecnologías de inteligencia artificial. 

El resultado es proveer una propuesta de solución enfocada a la problemática identificada en los procesos comerciales del área de Soporte a la Operación: Identificar Oportunidades Comerciales y Gestionar Oportunidades Comerciales, los cuales actualmente son realizados de manera manual por especialistas del negocio, y la ejecución de tareas operativas o de análisis que, en diversos casos, se convierten en cuellos de botella, conlleva a la pérdida de oportunidades comerciales. Para ello, se ha propuesto un cambio en los procesos de negocio, con el objetivo de automatizar las actividades que demandan más tiempo y tienen alto impacto en el desarrollo de las oportunidades comerciales. 

El presente documento está compuesto por seis capítulos. Se inicia con la presentación de la empresa objeto de estudio, la problemática que se desea resolver, los objetivos del proyecto, incluyendo cómo medir su cumplimiento, el impacto que tendrá el proyecto en la empresa objeto de estudio y el análisis de factibilidad, tanto técnica como económica. Luego, se presenta el marco teórico, que contiene los conceptos claves que han brindado soporte a la solución propuesta, y bajo los marcos de trabajo TOGAF y ZACHMAN, utilizando la metodología ADM, se desarrolla el análisis del negocio y la identificación de requerimientos. Por último, se presenta el resultado del proyecto, que contiene la definición de la arquitectura del sistema propuesto y el plan de dirección del proyecto, que recoge las buenas prácticas del PMBOK® sexta edición y la metodología desarrollada por la empresa objeto de estudio.",2021-05-04,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Bravo Coronel, Harry Frank', 'Bonarriva Tenorio, James Omar Hortencio']","['Perona Galluccio, Sandra Guisella', 'Ocampo Tello, Ernesto']",['Sistema de Información de Gestión de Despacho de Pedidos para Empresas Retail'],"En un mundo en el que la globalización representa una puerta abierta para las exigencias del público consumidor, respecto a los niveles de servicio, y las formas en que estas se satisfacen, se han descuidado aspectos fundamentales que se convierten en obstáculos para alcanzar los niveles de servicios esperados. Esto se convierte en uno de los principales problemas dentro de la logística. 

Es por eso, que el sistema de información de gestión de despacho de pedidos tiene como principal objetivo ser una herramienta de gestión sostenible en el tiempo, que permita optimizar la administración de los procesos involucrados en la atención de pedidos, a fin de satisfacer las necesidades de los clientes. 

El actual documento abarca el fundamento teórico, que permite ubicar la solución propuesta dentro de un marco conceptual, también se detalla el objeto de estudio y campo de acción, en el que se detallan los procesos que involucra el sistema propuesto, un análisis a la problemática de la empresa, los objetivos y beneficios que tiene el proyecto.  

También se presenta el modelado de negocio, requerimientos funcionales y no funcionales, modelado de casos de uso del sistema, modelo conceptual, arquitectura del software, calidad y pruebas del software, y su construcción. Por último, se desarrolla el capítulo de la gestión del proyecto, donde se detallan la lista de interesados, la EDT, la gestión de riesgos, las actas de aceptación y el cronograma de ejecución. 

Finalmente, se presentan conclusiones, glosario, siglario, referencias y anexos que respaldan el desarrollo del presente proyecto.",2021-03-31,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Asencios Fernandez, Ayrton Lesner']","['Bustos Díaz, Mercedes Susana', 'Huarcaya Junes, Alejandrina Nelly', 'Lacherre Vargas, Javier Enrique', 'Villanueva Espinoza, María del Rosario']",['Mejora de los procesos de admision y rehabilitacion infantil de un centro de desarrollo integral basada en el enfoque BPM'],"En la mayoría de los centros de salud existe una falta de servicios, estructuras y personal capacitado para brindar servicios relacionados con la rehabilitación y cuidado médico de pacientes que sufren trastornos de la comunicación y/o discapacidad. 

El presente proyecto está enfocado en la mejora de los procesos de admisión y rehabilitación infantil del Centro de Desarrollo Integral DIDACTIKID’S. El resultado es establecer una propuesta de mejora de los procesos actuales e identificar los requerimientos principales que sirvan de base para una futura solución tecnológica que satisfaga las necesidades de la organización.   

Para ello, es necesario conocer la situación actual de la organización y establecer el Marco Teórico a desarrollar en el presente proyecto para conocer las actividades e identificar los problemas que retrasan su desempeño. El resultado de la propuesta permitirá optimizar, automatizar y medir las operaciones actuales de la organización para lograr una mejora continua. 

La optimización los procesos de admisión y rehabilitación infantil permite mejorar la eficiencia, facilitar la toma de decisiones, incrementar la rentabilidad y lograr cumplir los objetivos estratégicos de la organización.",2020-12-08,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Chara Pelaez, Frank Jonathan', 'Martel Anaya, Vicente']","['Bustos Díaz, Mercedes Susana', 'Perona Galluccio, Sandra Guisella', 'Silva Ubaldo, Lizardo']",['Sistema de atención de clientes casino y definición de campañas segmentadas mediante machine learning'],"El presente proyecto de tesis corresponde al desarrollo de un sistema móvil y web, enfocado al área operativa y administrativa. Por lo cual se espera maximizar el tiempo de juego del cliente, automatizando aquellas actividades que le hacen perder tiempo de juego. Tanto es así que el sistema propondrá promociones y sorteos enfocados en las preferencias del cliente, gracias a la herramienta “Machine Learning”.  

El documento está compuesto por ocho capítulos. En el primer capítulo, se detallan los fundamentos teóricos del proyecto en donde se describirá al objeto de estudio y los procesos de negocio. En el segundo capítulo, se describe la propuesta de solución planteada identificando los objetivos y beneficios del proyecto. En el tercer capítulo, se realizará el modelado del negocio según la metodología RUP en donde se identificarán los actores, trabajadores y casos de uso del negocio. En el cuarto capítulo, se especifican los requerimientos funcionales y no funcionales, modelo de casos de uso del sistema y el diagrama del modelo conceptual. En el quinto y sexto capítulo, se describe la arquitectura de software en donde se detallan las metas, restricciones, mecanismos arquitecturales y vistas de la arquitectura de software. Además, se detallarán los patrones de la solución propuesta y el modelo de datos. En el séptimo capítulo, se detalla el plan de calidad y las pruebas de software. El último capítulo especificará la gestión del proyecto, elaborando la EDT, el cronograma, los principales interesados, entre otros.",2020-12-11,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Rivera Barzola, Johnny Luis', 'Paucar Huillca, Raul']","['Saira Alvarez, Héctor Andrés']",['Sistema de control de la normativa sanitaria y pronóstico de eventos aplicado a la industria de bebidas'],"El presente proyecto nace ante la necesidad de un sistema que permita cumplir la normativa sanitaria de la empresa de bebidas Wislan. El proyecto usa tecnologías innovadoras como el pronóstico de eventos y la validación por geolocalización para cumplir con la normativa impuesta por la Dirección General de Salud Ambiental. Teniendo, así como objetivo principal del proyecto desarrollar un sistema que permita identificar los riesgos, inspeccionar los principales procedimientos, analizar la información y pronosticar eventualidades referentes a la producción y calidad alimentaria de Wislan. 

 

Este documento está dividido en ocho capítulos. Los primeros dos capítulos describen los fundamentos teóricos del proyecto, la propuesta de solución detallada (con los objetivos específicos, situación problemática y problemas a resolver) y el análisis comparativo; entre otros puntos también relevantes. El tercer y cuarto capítulo exponen el modelado del negocio, donde se incluyen las reglas de negocio, modelo de casos de uso del negocio, análisis de casos de uso de negocio, especificación detallada de los casos de uso del negocio, actividades a automatizar, requerimientos funcionales y no funcionales, modelos de casos de uso de sistema y especificación detallada de los casos de uso de sistema. Todo esto realizado bajo la metodología RUP. 

 

Finalmente, el quinto, sexto y séptimo capítulo pormenorizan la arquitectura de software propuesta, teniendo detalle de las diferentes vistas, los patrones de programación utilizados, las políticas y normativas de calidad esgrimidas y presentando los objetivos – generales y específicos - específicos de calidad. Asimismo, dedicamos el último capítulo a gestión del proyecto donde realizamos el registro de interesados, EDT y cronograma del proyecto.",2021-01-22,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Castillo Gómez, Hildebrando', 'Ramos Santisteban, Emily Leonor']","['Subauste Oliden, Daniel Alejandro']",['Propuesta de diseño de un sistema de gestión de órdenes de servicio para reducir los retrasos en la atención de reparación de equipos informáticos a través de un tablero digital'],"En la actualidad, las empresas cuentan con procesos de negocio que contribuyen al cumplimiento de sus objetivos, los problemas más comunes que podemos encontrar es la falta de automatización de los mismos, lo cual puede generar sobrecarga laboral de sus trabajadores. Todo lo mencionado representa un riesgo con respecto a la calidad de vida de las personas debido al incremento de los niveles de estrés, el cual como consecuencia tiene un impacto en la productividad en general, sobre todo en empresas que brindan servicios de atención al cliente.

El presente documento detalla una propuesta de solución para el proceso de atención de servicios de una empresa dedicada a brindar soporte técnico y reparación de equipos de cómputo y comunicaciones. Actualmente, la empresa cuenta con una gran demanda lo que ha ocasionado que tenga inconvenientes con la labor de sus servicios de reparación, el principal problema de la organización es la demora de la atención de los equipos, lo cual origina malestar en los clientes y pérdidas económicas para la empresa, no obstante, también genera sobre carga laboral en el personal técnico, lo cual puede influir en el proceso de reparación.

En este contexto, la solución estará enfocada en el desarrollo de software que automatice el proceso de atención de reparación de equipos a través de la implementación de una aplicación web que emule un tablero Kanban, con la finalidad de lograr una adecuada gestión de la atención de las órdenes de servicio e incentivar el trabajo colaborativo del personal técnico.",2020-12-05,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
